,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,song_name,artist
29,0.431,0.54,9,-9.6,0,0.0589,0.523,1.34e-06,0.169,0.44,139.288,audio_features,71LsKf3xISiOlY1mj7FFPP,spotify:track:71LsKf3xISiOlY1mj7FFPP,https://api.spotify.com/v1/tracks/71LsKf3xISiOlY1mj7FFPP,https://api.spotify.com/v1/audio-analysis/71LsKf3xISiOlY1mj7FFPP,164547,4,happiness is a warm gun ,the beatles
30,0.472,0.292,10,-11.591,1,0.0321,0.872,0.0007,0.128,0.824,177.624,audio_features,1swmf4hFMJYRNA8Rq9PVaW,spotify:track:1swmf4hFMJYRNA8Rq9PVaW,https://api.spotify.com/v1/tracks/1swmf4hFMJYRNA8Rq9PVaW,https://api.spotify.com/v1/audio-analysis/1swmf4hFMJYRNA8Rq9PVaW,148573,4,martha my dear ,the beatles
31,0.433,0.483,9,-9.422,1,0.175,0.656,2.64e-05,0.539,0.717,68.492,audio_features,2X9H5BokS1u5O46YpNYNsZ,spotify:track:2X9H5BokS1u5O46YpNYNsZ,https://api.spotify.com/v1/tracks/2X9H5BokS1u5O46YpNYNsZ,https://api.spotify.com/v1/audio-analysis/2X9H5BokS1u5O46YpNYNsZ,123493,4,i'm so tired ,the beatles
32,0.686,0.127,7,-14.361,1,0.0342,0.754,1.41e-05,0.0573,0.372,93.699,audio_features,5jgFfDIR6FR0gvlA56Nakr,spotify:track:5jgFfDIR6FR0gvlA56Nakr,https://api.spotify.com/v1/tracks/5jgFfDIR6FR0gvlA56Nakr,https://api.spotify.com/v1/audio-analysis/5jgFfDIR6FR0gvlA56Nakr,138387,4,blackbird ,the beatles
33,0.542,0.445,8,-9.105,1,0.0303,0.643,0.0,0.516,0.52,93.245,audio_features,4ZmjfLdJXbqjAENqk7eWSE,spotify:track:4ZmjfLdJXbqjAENqk7eWSE,https://api.spotify.com/v1/tracks/4ZmjfLdJXbqjAENqk7eWSE,https://api.spotify.com/v1/audio-analysis/4ZmjfLdJXbqjAENqk7eWSE,124267,4,piggies ,the beatles
34,0.599,0.363,7,-11.728,1,0.0315,0.333,0.0,0.243,0.648,79.456,audio_features,1ITQbrueGLl581a25XXm9c,spotify:track:1ITQbrueGLl581a25XXm9c,https://api.spotify.com/v1/tracks/1ITQbrueGLl581a25XXm9c,https://api.spotify.com/v1/audio-analysis/1ITQbrueGLl581a25XXm9c,213107,4,rocky raccoon ,the beatles
35,0.599,0.537,0,-9.617,1,0.0254,0.594,1.92e-05,0.194,0.946,84.895,audio_features,4zq4rrfHZeZsTbo5vjJXSV,spotify:track:4zq4rrfHZeZsTbo5vjJXSV,https://api.spotify.com/v1/tracks/4zq4rrfHZeZsTbo5vjJXSV,https://api.spotify.com/v1/audio-analysis/4zq4rrfHZeZsTbo5vjJXSV,230453,4,don't pass me by ,the beatles
36,0.589,0.522,2,-8.718,1,0.0521,0.53,0.000243,0.0993,0.957,187.688,audio_features,4eLIq1nQNwz2qLu8DeiWIp,spotify:track:4eLIq1nQNwz2qLu8DeiWIp,https://api.spotify.com/v1/tracks/4eLIq1nQNwz2qLu8DeiWIp,https://api.spotify.com/v1/audio-analysis/4eLIq1nQNwz2qLu8DeiWIp,101160,4,why don't we do it in the road? ,the beatles
37,0.631,0.387,5,-11.529,1,0.0262,0.742,0.000406,0.0822,0.832,103.11,audio_features,09x9v1o51dbqi5H0u7UGfp,spotify:track:09x9v1o51dbqi5H0u7UGfp,https://api.spotify.com/v1/tracks/09x9v1o51dbqi5H0u7UGfp,https://api.spotify.com/v1/audio-analysis/09x9v1o51dbqi5H0u7UGfp,105933,4,i will ,the beatles
38,0.512,0.0953,2,-16.082,1,0.0304,0.828,0.000268,0.117,0.193,134.706,audio_features,5FnpXVgDOk2sLT58qM22Of,spotify:track:5FnpXVgDOk2sLT58qM22Of,https://api.spotify.com/v1/tracks/5FnpXVgDOk2sLT58qM22Of,https://api.spotify.com/v1/audio-analysis/5FnpXVgDOk2sLT58qM22Of,176667,4,julia ,the beatles
39,0.541,0.727,2,-7.509,1,0.0384,7.37e-05,0.717,0.232,0.91,139.239,audio_features,1ABegtCPBMMJaMpfDyATjE,spotify:track:1ABegtCPBMMJaMpfDyATjE,https://api.spotify.com/v1/tracks/1ABegtCPBMMJaMpfDyATjE,https://api.spotify.com/v1/audio-analysis/1ABegtCPBMMJaMpfDyATjE,163080,4,birthday ,the beatles
40,0.327,0.525,9,-10.272,1,0.0475,0.000875,0.259,0.133,0.435,151.766,audio_features,2AsGApoUuN8pTM17Lq9eUd,spotify:track:2AsGApoUuN8pTM17Lq9eUd,https://api.spotify.com/v1/tracks/2AsGApoUuN8pTM17Lq9eUd,https://api.spotify.com/v1/audio-analysis/2AsGApoUuN8pTM17Lq9eUd,240453,3,yer blues ,the beatles
41,0.608,0.178,2,-17.109,1,0.0264,0.634,0.352,0.166,0.401,84.78,audio_features,6TjUg1cTUzWHbal6yQAi7c,spotify:track:6TjUg1cTUzWHbal6yQAi7c,https://api.spotify.com/v1/tracks/6TjUg1cTUzWHbal6yQAi7c,https://api.spotify.com/v1/audio-analysis/6TjUg1cTUzWHbal6yQAi7c,168027,4,mother nature's son ,the beatles
42,0.523,0.731,2,-8.613,1,0.0559,0.0207,0.000464,0.081,0.81,117.089,audio_features,64P3zpRsDHIk7YTpRtaKYL,spotify:track:64P3zpRsDHIk7YTpRtaKYL,https://api.spotify.com/v1/tracks/64P3zpRsDHIk7YTpRtaKYL,https://api.spotify.com/v1/audio-analysis/64P3zpRsDHIk7YTpRtaKYL,144773,4,everybody's got something to hide except me and my monkey ,the beatles
43,0.577,0.624,0,-9.626,1,0.0285,0.33,0.00622,0.117,0.671,75.478,audio_features,2tBv9tAdqEbLNDi5smSjbg,spotify:track:2tBv9tAdqEbLNDi5smSjbg,https://api.spotify.com/v1/tracks/2tBv9tAdqEbLNDi5smSjbg,https://api.spotify.com/v1/audio-analysis/2tBv9tAdqEbLNDi5smSjbg,195267,4,sexy sadie ,the beatles
44,0.166,0.831,9,-8.469,1,0.0894,0.000606,0.846,0.811,0.281,167.518,audio_features,0Bs0hUYxz7REyIHH7tRhL2,spotify:track:0Bs0hUYxz7REyIHH7tRhL2,https://api.spotify.com/v1/tracks/0Bs0hUYxz7REyIHH7tRhL2,https://api.spotify.com/v1/audio-analysis/0Bs0hUYxz7REyIHH7tRhL2,269787,4,helter skelter ,the beatles
45,0.349,0.129,5,-15.883,1,0.0294,0.539,0.405,0.192,0.163,104.837,audio_features,40d2EcaOOCUjDzzo2YvUWn,spotify:track:40d2EcaOOCUjDzzo2YvUWn,https://api.spotify.com/v1/tracks/40d2EcaOOCUjDzzo2YvUWn,https://api.spotify.com/v1/audio-analysis/40d2EcaOOCUjDzzo2YvUWn,186307,3,"long, long, long ",the beatles
46,0.386,0.626,9,-9.451,1,0.0377,0.0785,0.00164,0.621,0.695,98.425,audio_features,1aOzDhi5a1RWWRy5dmYA8I,spotify:track:1aOzDhi5a1RWWRy5dmYA8I,https://api.spotify.com/v1/tracks/1aOzDhi5a1RWWRy5dmYA8I,https://api.spotify.com/v1/audio-analysis/1aOzDhi5a1RWWRy5dmYA8I,255707,4,revolution 1 ,the beatles
47,0.537,0.297,7,-15.452,1,0.0822,0.88,1.5e-05,0.145,0.553,144.197,audio_features,1TPcNcmuKlq0PKpYOBgP1U,spotify:track:1TPcNcmuKlq0PKpYOBgP1U,https://api.spotify.com/v1/tracks/1TPcNcmuKlq0PKpYOBgP1U,https://api.spotify.com/v1/audio-analysis/1TPcNcmuKlq0PKpYOBgP1U,161160,4,honey pie ,the beatles
48,0.623,0.544,11,-11.043,0,0.0536,0.00814,0.309,0.134,0.793,120.761,audio_features,5iyCSUM7zzficwaGo8GIoc,spotify:track:5iyCSUM7zzficwaGo8GIoc,https://api.spotify.com/v1/tracks/5iyCSUM7zzficwaGo8GIoc,https://api.spotify.com/v1/audio-analysis/5iyCSUM7zzficwaGo8GIoc,174467,4,savoy truffle ,the beatles
49,0.517,0.529,9,-11.851,0,0.0323,0.115,0.00396,0.174,0.362,76.644,audio_features,5XmetMMUFNXClbiYnGdVmP,spotify:track:5XmetMMUFNXClbiYnGdVmP,https://api.spotify.com/v1/tracks/5XmetMMUFNXClbiYnGdVmP,https://api.spotify.com/v1/audio-analysis/5XmetMMUFNXClbiYnGdVmP,182080,4,cry baby cry ,the beatles
50,0.208,0.615,2,-15.297,0,0.342,0.769,0.118,0.824,0.101,91.158,audio_features,5dZ8PeKKZJLIQAWNTdp8WX,spotify:track:5dZ8PeKKZJLIQAWNTdp8WX,https://api.spotify.com/v1/tracks/5dZ8PeKKZJLIQAWNTdp8WX,https://api.spotify.com/v1/audio-analysis/5dZ8PeKKZJLIQAWNTdp8WX,502013,4,revolution 9 ,the beatles
51,0.146,0.355,7,-14.583,1,0.0352,0.865,0.835,0.114,0.178,146.408,audio_features,3T4Kt51PV4k8tx6YCtBgcl,spotify:track:3T4Kt51PV4k8tx6YCtBgcl,https://api.spotify.com/v1/tracks/3T4Kt51PV4k8tx6YCtBgcl,https://api.spotify.com/v1/audio-analysis/3T4Kt51PV4k8tx6YCtBgcl,193760,3,good night ,the beatles
52,0.605,0.536,1,-10.069,1,0.0421,0.518,0.0,0.528,0.688,110.849,audio_features,3oEo8Pqm5IAi8wQfCI5BpR,spotify:track:3oEo8Pqm5IAi8wQfCI5BpR,https://api.spotify.com/v1/tracks/3oEo8Pqm5IAi8wQfCI5BpR,https://api.spotify.com/v1/audio-analysis/3oEo8Pqm5IAi8wQfCI5BpR,159720,4,yellow submarine ,the beatles
53,0.175,0.731,9,-8.341,1,0.0705,0.000341,0.000751,0.0846,0.801,209.242,audio_features,4phXWLTSlC1BEogSWhJMDD,spotify:track:4phXWLTSlC1BEogSWhJMDD,https://api.spotify.com/v1/tracks/4phXWLTSlC1BEogSWhJMDD,https://api.spotify.com/v1/audio-analysis/4phXWLTSlC1BEogSWhJMDD,204493,4,only a northern song ,the beatles
54,0.587,0.431,2,-9.495,1,0.0686,0.0722,0.0,0.561,0.778,95.937,audio_features,2ck8lFrYAch2GPtdhpTHe3,spotify:track:2ck8lFrYAch2GPtdhpTHe3,https://api.spotify.com/v1/tracks/2ck8lFrYAch2GPtdhpTHe3,https://api.spotify.com/v1/audio-analysis/2ck8lFrYAch2GPtdhpTHe3,130893,4,all together now ,the beatles
55,0.587,0.617,7,-9.164,1,0.028,0.0197,0.639,0.199,0.947,100.495,audio_features,5xYC2ZJJ9TMJL8BOl85O2R,spotify:track:5xYC2ZJJ9TMJL8BOl85O2R,https://api.spotify.com/v1/tracks/5xYC2ZJJ9TMJL8BOl85O2R,https://api.spotify.com/v1/audio-analysis/5xYC2ZJJ9TMJL8BOl85O2R,191307,4,hey bulldog ,the beatles
56,0.39,0.781,7,-7.878,1,0.0364,4.3e-05,0.412,0.1,0.199,113.511,audio_features,2bQZ9BBhP7vSBiyDz7KXnv,spotify:track:2bQZ9BBhP7vSBiyDz7KXnv,https://api.spotify.com/v1/tracks/2bQZ9BBhP7vSBiyDz7KXnv,https://api.spotify.com/v1/audio-analysis/2bQZ9BBhP7vSBiyDz7KXnv,385013,4,it's all too much ,the beatles
57,0.4,0.463,7,-8.455,1,0.0288,0.345,4.59e-05,0.286,0.627,103.103,audio_features,2Z8cY4QpZTFUZxCQCpvNe1,spotify:track:2Z8cY4QpZTFUZxCQCpvNe1,https://api.spotify.com/v1/tracks/2Z8cY4QpZTFUZxCQCpvNe1,https://api.spotify.com/v1/audio-analysis/2Z8cY4QpZTFUZxCQCpvNe1,231213,4,all you need is love ,the beatles
58,0.354,0.281,7,-12.434,1,0.032,0.661,0.763,0.243,0.367,113.126,audio_features,1y8kq7M3tBw4zAttsZMya8,spotify:track:1y8kq7M3tBw4zAttsZMya8,https://api.spotify.com/v1/tracks/1y8kq7M3tBw4zAttsZMya8,https://api.spotify.com/v1/audio-analysis/1y8kq7M3tBw4zAttsZMya8,140733,4,pepperland ,the beatles
59,0.237,0.096,2,-20.629,0,0.0387,0.971,0.0961,0.203,0.0629,128.054,audio_features,6FvhNdlAom6yYHa8ekAaAM,spotify:track:6FvhNdlAom6yYHa8ekAaAM,https://api.spotify.com/v1/tracks/6FvhNdlAom6yYHa8ekAaAM,https://api.spotify.com/v1/audio-analysis/6FvhNdlAom6yYHa8ekAaAM,180213,4,sea of time ,the beatles
60,0.249,0.0994,6,-19.266,0,0.04,0.959,0.926,0.454,0.0357,118.99,audio_features,6n42oei7aEx2I0dcluKAGx,spotify:track:6n42oei7aEx2I0dcluKAGx,https://api.spotify.com/v1/tracks/6n42oei7aEx2I0dcluKAGx,https://api.spotify.com/v1/audio-analysis/6n42oei7aEx2I0dcluKAGx,136693,3,sea of holes ,the beatles
61,0.253,0.166,9,-16.624,1,0.0346,0.945,0.862,0.135,0.0489,83.971,audio_features,30u8QyT0kBSYO5RcZmaLl3,spotify:track:30u8QyT0kBSYO5RcZmaLl3,https://api.spotify.com/v1/tracks/30u8QyT0kBSYO5RcZmaLl3,https://api.spotify.com/v1/audio-analysis/30u8QyT0kBSYO5RcZmaLl3,216693,3,sea of monsters ,the beatles
62,0.538,0.378,9,-14.117,0,0.0387,0.934,0.758,0.456,0.16,117.185,audio_features,7zJKIrxcH2jY4TOqpvoLvH,spotify:track:7zJKIrxcH2jY4TOqpvoLvH,https://api.spotify.com/v1/tracks/7zJKIrxcH2jY4TOqpvoLvH,https://api.spotify.com/v1/audio-analysis/7zJKIrxcH2jY4TOqpvoLvH,139360,4,march of the meanies ,the beatles
63,0.269,0.0902,8,-23.018,0,0.042,0.877,0.821,0.302,0.0462,82.423,audio_features,0rHHNFcUgB0zlzCk4MVluw,spotify:track:0rHHNFcUgB0zlzCk4MVluw,https://api.spotify.com/v1/tracks/0rHHNFcUgB0zlzCk4MVluw,https://api.spotify.com/v1/audio-analysis/0rHHNFcUgB0zlzCk4MVluw,132773,4,pepperland laid waste ,the beatles
64,0.406,0.219,7,-13.155,1,0.0359,0.808,0.599,0.15,0.271,105.345,audio_features,7ExawMDcRz2lMgNEjjYzdr,spotify:track:7ExawMDcRz2lMgNEjjYzdr,https://api.spotify.com/v1/tracks/7ExawMDcRz2lMgNEjjYzdr,https://api.spotify.com/v1/audio-analysis/7ExawMDcRz2lMgNEjjYzdr,134027,4,yellow submarine in pepperland ,the beatles
65,0.533,0.376,9,-11.913,0,0.0393,0.0302,0.248,0.0926,0.187,165.007,audio_features,2EqlS6tkEnglzr7tkKAAYD,spotify:track:2EqlS6tkEnglzr7tkKAAYD,https://api.spotify.com/v1/tracks/2EqlS6tkEnglzr7tkKAAYD,https://api.spotify.com/v1/audio-analysis/2EqlS6tkEnglzr7tkKAAYD,259947,4,come together ,the beatles
66,0.396,0.338,0,-10.872,1,0.0304,0.198,2.62e-06,0.138,0.377,133.522,audio_features,0pNeVovbiZHkulpGeOx1Gj,spotify:track:0pNeVovbiZHkulpGeOx1Gj,https://api.spotify.com/v1/tracks/0pNeVovbiZHkulpGeOx1Gj,https://api.spotify.com/v1/audio-analysis/0pNeVovbiZHkulpGeOx1Gj,182293,4,something ,the beatles
67,0.764,0.426,2,-11.045,1,0.0405,0.629,0.000119,0.132,0.726,131.12,audio_features,2S8xyNRJX1XQdo3qnTuovI,spotify:track:2S8xyNRJX1XQdo3qnTuovI,https://api.spotify.com/v1/tracks/2S8xyNRJX1XQdo3qnTuovI,https://api.spotify.com/v1/audio-analysis/2S8xyNRJX1XQdo3qnTuovI,207920,4,maxwell's silver hammer ,the beatles
68,0.422,0.656,4,-8.412,1,0.0397,0.0126,0.0279,0.268,0.549,173.93,audio_features,2mxByJWOajjiVsLWjNXvDJ,spotify:track:2mxByJWOajjiVsLWjNXvDJ,https://api.spotify.com/v1/tracks/2mxByJWOajjiVsLWjNXvDJ,https://api.spotify.com/v1/audio-analysis/2mxByJWOajjiVsLWjNXvDJ,207240,3,oh! darling ,the beatles
69,0.626,0.512,1,-9.15,0,0.0247,0.155,4.65e-05,0.215,0.73,92.225,audio_features,0suLngfo7rJoetk7Ub6N8l,spotify:track:0suLngfo7rJoetk7Ub6N8l,https://api.spotify.com/v1/tracks/0suLngfo7rJoetk7Ub6N8l,https://api.spotify.com/v1/audio-analysis/0suLngfo7rJoetk7Ub6N8l,170720,4,octopus's garden ,the beatles
70,0.37,0.515,2,-9.487,0,0.0321,0.0233,0.205,0.0966,0.42,115.732,audio_features,3Z25k4ZF6QENy2d9YatsM5,spotify:track:3Z25k4ZF6QENy2d9YatsM5,https://api.spotify.com/v1/tracks/3Z25k4ZF6QENy2d9YatsM5,https://api.spotify.com/v1/audio-analysis/3Z25k4ZF6QENy2d9YatsM5,467320,4,i want you (she's so heavy) ,the beatles
71,0.557,0.54,9,-10.484,1,0.0347,0.0339,0.00248,0.179,0.394,129.171,audio_features,6dGnYIeXmHdcikdzNNDMm2,spotify:track:6dGnYIeXmHdcikdzNNDMm2,https://api.spotify.com/v1/tracks/6dGnYIeXmHdcikdzNNDMm2,https://api.spotify.com/v1/audio-analysis/6dGnYIeXmHdcikdzNNDMm2,185733,4,here comes the sun ,the beatles
72,0.328,0.249,2,-11.777,1,0.0272,0.754,5.77e-06,0.134,0.162,81.257,audio_features,1rxoyGj1QuPoVi8fOft1Kt,spotify:track:1rxoyGj1QuPoVi8fOft1Kt,https://api.spotify.com/v1/tracks/1rxoyGj1QuPoVi8fOft1Kt,https://api.spotify.com/v1/audio-analysis/1rxoyGj1QuPoVi8fOft1Kt,165667,4,because ,the beatles
73,0.335,0.416,0,-11.051,1,0.0348,0.345,0.136,0.116,0.223,174.464,audio_features,1jOLTO379yIu9aMnCkpMQl,spotify:track:1jOLTO379yIu9aMnCkpMQl,https://api.spotify.com/v1/tracks/1jOLTO379yIu9aMnCkpMQl,https://api.spotify.com/v1/audio-analysis/1jOLTO379yIu9aMnCkpMQl,242973,3,you never give me your money ,the beatles
74,0.483,0.177,2,-17.629,1,0.0277,0.284,0.499,0.116,0.192,74.994,audio_features,4nwKdZID1ht0lDBJ5h2p87,spotify:track:4nwKdZID1ht0lDBJ5h2p87,https://api.spotify.com/v1/tracks/4nwKdZID1ht0lDBJ5h2p87,https://api.spotify.com/v1/audio-analysis/4nwKdZID1ht0lDBJ5h2p87,146267,4,sun king ,the beatles
75,0.676,0.596,4,-9.107,1,0.0272,0.0699,1.96e-05,0.351,0.97,100.687,audio_features,4JOyMhad5dD81uGYLGgKrS,spotify:track:4JOyMhad5dD81uGYLGgKrS,https://api.spotify.com/v1/tracks/4JOyMhad5dD81uGYLGgKrS,https://api.spotify.com/v1/audio-analysis/4JOyMhad5dD81uGYLGgKrS,66533,4,mean mr mustard ,the beatles
76,0.474,0.939,11,-8.884,0,0.199,0.00472,0.674,0.19,0.499,166.829,audio_features,1FTCA6wQwulQFokDddKE68,spotify:track:1FTCA6wQwulQFokDddKE68,https://api.spotify.com/v1/tracks/1FTCA6wQwulQFokDddKE68,https://api.spotify.com/v1/audio-analysis/1FTCA6wQwulQFokDddKE68,72640,4,polythene pam ,the beatles
77,0.53,0.72,2,-8.793,1,0.0338,0.00376,3.38e-05,0.314,0.69,80.652,audio_features,2jtUGFsqanQ82zqDlhiKIp,spotify:track:2jtUGFsqanQ82zqDlhiKIp,https://api.spotify.com/v1/tracks/2jtUGFsqanQ82zqDlhiKIp,https://api.spotify.com/v1/audio-analysis/2jtUGFsqanQ82zqDlhiKIp,118627,4,she came in through the bathroom window ,the beatles
78,0.419,0.152,0,-12.126,1,0.0277,0.326,0.0034,0.113,0.239,80.608,audio_features,01SfTM5nfCou5gQL70r6gs,spotify:track:01SfTM5nfCou5gQL70r6gs,https://api.spotify.com/v1/tracks/01SfTM5nfCou5gQL70r6gs,https://api.spotify.com/v1/audio-analysis/01SfTM5nfCou5gQL70r6gs,91760,4,golden slumbers ,the beatles
79,0.543,0.458,0,-8.976,1,0.0274,0.226,0.00663,0.298,0.704,84.319,audio_features,5eZrW59C3UgBhkqNlowEID,spotify:track:5eZrW59C3UgBhkqNlowEID,https://api.spotify.com/v1/tracks/5eZrW59C3UgBhkqNlowEID,https://api.spotify.com/v1/audio-analysis/5eZrW59C3UgBhkqNlowEID,96467,4,carry that weight ,the beatles
80,0.647,0.487,11,-10.119,0,0.0689,0.00101,0.285,0.138,0.222,123.444,audio_features,5aHHf6jrqDRb1fcBmue2kn,spotify:track:5aHHf6jrqDRb1fcBmue2kn,https://api.spotify.com/v1/tracks/5aHHf6jrqDRb1fcBmue2kn,https://api.spotify.com/v1/audio-analysis/5aHHf6jrqDRb1fcBmue2kn,141613,1,the end ,the beatles
81,0.703,0.215,2,-23.03,1,0.0892,0.728,1.23e-06,0.13,0.522,100.874,audio_features,6UCFZ9ZOFRxK8oak7MdPZu,spotify:track:6UCFZ9ZOFRxK8oak7MdPZu,https://api.spotify.com/v1/tracks/6UCFZ9ZOFRxK8oak7MdPZu,https://api.spotify.com/v1/audio-analysis/6UCFZ9ZOFRxK8oak7MdPZu,25987,3,her majesty ,the beatles
82,0.726,0.702,7,-10.757,1,0.032,0.0974,3.46e-05,0.239,0.931,109.114,audio_features,0CaBBQsaAiRHhiLmzi7ZRp,spotify:track:0CaBBQsaAiRHhiLmzi7ZRp,https://api.spotify.com/v1/tracks/0CaBBQsaAiRHhiLmzi7ZRp,https://api.spotify.com/v1/audio-analysis/0CaBBQsaAiRHhiLmzi7ZRp,216813,4,two of us ,the beatles
83,0.538,0.478,11,-8.957,0,0.0388,0.472,0.0,0.17,0.527,59.004,audio_features,4OUmlC67FoPLvQNuE5C7kF,spotify:track:4OUmlC67FoPLvQNuE5C7kF,https://api.spotify.com/v1/tracks/4OUmlC67FoPLvQNuE5C7kF,https://api.spotify.com/v1/audio-analysis/4OUmlC67FoPLvQNuE5C7kF,235000,4,dig a pony ,the beatles
84,0.257,0.412,1,-11.788,1,0.0287,0.361,8.68e-05,0.0702,0.858,152.126,audio_features,4dkoqJrP0L8FXftrMZongF,spotify:track:4dkoqJrP0L8FXftrMZongF,https://api.spotify.com/v1/tracks/4dkoqJrP0L8FXftrMZongF,https://api.spotify.com/v1/audio-analysis/4dkoqJrP0L8FXftrMZongF,228133,4,across the universe ,the beatles
85,0.291,0.638,9,-7.854,0,0.0554,0.179,0.0,0.101,0.525,185.235,audio_features,2BMqay80iBzZTa608Y1eG1,spotify:track:2BMqay80iBzZTa608Y1eG1,https://api.spotify.com/v1/tracks/2BMqay80iBzZTa608Y1eG1,https://api.spotify.com/v1/audio-analysis/2BMqay80iBzZTa608Y1eG1,145587,3,i me mine ,the beatles
86,0.54,0.489,5,-12.276,1,0.117,0.659,0.0019,0.457,0.67,157.03,audio_features,0eRyOunOVBChlXxIvqwOxH,spotify:track:0eRyOunOVBChlXxIvqwOxH,https://api.spotify.com/v1/tracks/0eRyOunOVBChlXxIvqwOxH,https://api.spotify.com/v1/audio-analysis/0eRyOunOVBChlXxIvqwOxH,50467,3,dig it ,the beatles
87,0.443,0.403,0,-8.339,1,0.0322,0.631,0.0,0.111,0.41,143.462,audio_features,7iN1s7xHE4ifF5povM6A48,spotify:track:7iN1s7xHE4ifF5povM6A48,https://api.spotify.com/v1/tracks/7iN1s7xHE4ifF5povM6A48,https://api.spotify.com/v1/audio-analysis/7iN1s7xHE4ifF5povM6A48,243027,4,let it be ,the beatles
88,0.516,0.515,2,-12.035,0,0.215,0.379,0.0,0.103,0.524,169.039,audio_features,2VsX1BoWSGiuVXGiFSUr6h,spotify:track:2VsX1BoWSGiuVXGiFSUr6h,https://api.spotify.com/v1/tracks/2VsX1BoWSGiuVXGiFSUr6h,https://api.spotify.com/v1/audio-analysis/2VsX1BoWSGiuVXGiFSUr6h,40040,4,maggie mae ,the beatles
89,0.44,0.609,2,-8.824,1,0.0358,0.0715,0.0,0.582,0.364,165.156,audio_features,3gwRWIbr5ycEVLIAXrWaw7,spotify:track:3gwRWIbr5ycEVLIAXrWaw7,https://api.spotify.com/v1/tracks/3gwRWIbr5ycEVLIAXrWaw7,https://api.spotify.com/v1/audio-analysis/3gwRWIbr5ycEVLIAXrWaw7,217560,4,i've got a feeling ,the beatles
90,0.554,0.828,4,-6.435,1,0.0739,0.0307,0.0,0.907,0.888,90.95,audio_features,50qHmeex1nPTyQTwBXjSE4,spotify:track:50qHmeex1nPTyQTwBXjSE4,https://api.spotify.com/v1/tracks/50qHmeex1nPTyQTwBXjSE4,https://api.spotify.com/v1/audio-analysis/50qHmeex1nPTyQTwBXjSE4,173960,4,one after 909 ,the beatles
91,0.299,0.329,3,-10.096,1,0.0279,0.756,0.0105,0.0559,0.392,132.282,audio_features,3mlMpmY8oZIBFc39D9zLbh,spotify:track:3mlMpmY8oZIBFc39D9zLbh,https://api.spotify.com/v1/tracks/3mlMpmY8oZIBFc39D9zLbh,https://api.spotify.com/v1/audio-analysis/3mlMpmY8oZIBFc39D9zLbh,218187,4,the long and winding road ,the beatles
92,0.88,0.556,2,-10.773,1,0.0855,0.24,0.0483,0.24,0.955,128.542,audio_features,5dpRJkvY8oWMQmQbEQTXhO,spotify:track:5dpRJkvY8oWMQmQbEQTXhO,https://api.spotify.com/v1/tracks/5dpRJkvY8oWMQmQbEQTXhO,https://api.spotify.com/v1/audio-analysis/5dpRJkvY8oWMQmQbEQTXhO,152213,4,for you blue ,the beatles
93,0.761,0.592,2,-9.836,1,0.0586,0.492,0.00626,0.61,0.332,123.095,audio_features,4MLBqAEzNN89o2M9h92Z26,spotify:track:4MLBqAEzNN89o2M9h92Z26,https://api.spotify.com/v1/tracks/4MLBqAEzNN89o2M9h92Z26,https://api.spotify.com/v1/audio-analysis/4MLBqAEzNN89o2M9h92Z26,189387,4,get back ,the beatles
