districtname,region,avg_salary,unemployment_rate,criminilaty,enterpreneurs,status
Prachatice,"south Bohemia",8402,3.555000066757202,1049.0000,120,A
"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C
Bruntal,"north Moravia",8110,6.1600000858306885,3161.5000,109,D
"Ostrava - mesto","north Moravia",10673,5.0950000286102295,18564.5000,100,C
Tabor,"south Bohemia",9104,1.7899999618530273,2326.5000,123,A
"Kutna Hora","central Bohemia",8546,3.4850000143051147,2880.0000,126,C
Karvina,"north Moravia",10177,7.190000057220459,9993.0000,81,C
Liberec,"north Bohemia",9198,3.805000066757202,5964.0000,131,C
Louny,"north Bohemia",8965,7.654999732971191,2737.5000,104,C
"Karlovy Vary","west Bohemia",8991,1.699999988079071,5235.5000,128,C
"Plzen - mesto","west Bohemia",10787,2.865000009536743,6151.0000,131,C
"Hradec Kralove","east Bohemia",9425,2.1100000143051147,3988.0000,125,D
"Frydek - Mistek","north Moravia",9893,4.4049999713897705,5755.0000,96,C
Cheb,"west Bohemia",8624,2.225000023841858,3038.5000,102,C
Litomerice,"north Bohemia",9065,4.924999952316284,4156.5000,123,C
Prostejov,"south Moravia",8441,3.965000033378601,2065.5000,115,C
"Plzen - sever","west Bohemia",8594,1.8149999976158142,1552.5000,112,C
Chomutov,"north Bohemia",9675,7.054999828338623,5256.5000,100,A
Chomutov,"north Bohemia",9675,7.054999828338623,5256.5000,100,A
Nymburk,"central Bohemia",8899,3.680000066757202,2737.0000,149,C
Litomerice,"north Bohemia",9065,4.924999952316284,4156.5000,123,C
"Mlada Boleslav","central Bohemia",11277,1.3450000286102295,5083.0000,127,C
Karvina,"north Moravia",10177,7.190000057220459,9993.0000,81,C
"Usti nad Orlici","east Bohemia",8363,3.0049999952316284,2681.5000,108,C
"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,A
Beroun,"central Bohemia",8980,2.0800000429153442,2818.5000,111,D
Kolin,"central Bohemia",9307,4.139999866485596,2828.0000,118,A
Hodonin,"south Moravia",8720,4.115000009536743,3690.0000,116,C
"Zdar nad Sazavou","south Moravia",8512,3.8149999380111694,2175.0000,102,A
"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C
Pelhrimov,"south Bohemia",8114,2.5,1092.0000,119,A
Jesenik,"north Moravia",8173,3.505000114440918,679.0000,124,A
"Brno - mesto","south Moravia",9897,1.7800000309944153,18708.5000,140,D
Opava,"north Moravia",8746,3.534999966621399,4394.0000,90,A
Jihlava,"south Moravia",8757,3.665000081062317,2341.5000,96,C
Rakovnik,"central Bohemia",8598,3.0149999856948853,1736.0000,123,C
Klatovy,"west Bohemia",8554,2.575000047683716,2020.0000,113,C
"Novy Jicin","north Moravia",8678,5.75,4787.5000,102,A
"Praha - zapad","central Bohemia",9622,0.5199999809265137,3502.0000,154,C
Zlin,"south Moravia",9624,1.9549999833106995,4374.5000,145,D
"Jindrichuv Hradec","south Bohemia",8427,1.3299999833106995,1893.5000,107,A
Prerov,"north Moravia",8819,5.519999980926514,4284.0000,99,C
"Mlada Boleslav","central Bohemia",11277,1.3450000286102295,5083.0000,127,D
"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C
"Hradec Kralove","east Bohemia",9425,2.1100000143051147,3988.0000,125,C
Zlin,"south Moravia",9624,1.9549999833106995,4374.5000,145,A
Blansko,"south Moravia",8240,3.0449999570846558,1876.5000,99,D
Pardubice,"east Bohemia",9538,1.659999966621399,5744.5000,111,C
"Plzen - jih","west Bohemia",8561,0.9699999690055847,1078.0000,110,C
"Cesky Krumlov","south Bohemia",9045,3.365000009536743,1862.0000,124,C
Hodonin,"south Moravia",8720,4.115000009536743,3690.0000,116,C
Olomouc,"north Moravia",8994,4.294999957084656,9440.0000,110,C
"Ostrava - mesto","north Moravia",10673,5.0950000286102295,18564.5000,100,C
"Frydek - Mistek","north Moravia",9893,4.4049999713897705,5755.0000,96,A
Bruntal,"north Moravia",8110,6.1600000858306885,3161.5000,109,C
Pisek,"south Bohemia",8968,3.0899999141693115,1825.0000,131,C
"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C
"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C
"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C
Zlin,"south Moravia",9624,1.9549999833106995,4374.5000,145,C
Vyskov,"south Moravia",8288,4.1549999713897705,1511.0000,110,C
Tabor,"south Bohemia",9104,1.7899999618530273,2326.5000,123,A
Znojmo,"south Moravia",8403,5.729999780654907,2437.5000,105,C
"Plzen - mesto","west Bohemia",10787,2.865000009536743,6151.0000,131,D
Trutnov,"east Bohemia",8541,2.740000009536743,3667.5000,131,C
Kromeriz,"south Moravia",8444,3.3550000190734863,2450.0000,106,C
"Plzen - sever","west Bohemia",8594,1.8149999976158142,1552.5000,112,C
"Havlickuv Brod","east Bohemia",8388,2.6750000715255737,1663.0000,87,C
Kolin,"central Bohemia",9307,4.139999866485596,2828.0000,118,C
"Kutna Hora","central Bohemia",8546,3.4850000143051147,2880.0000,126,C
"Brno - mesto","south Moravia",9897,1.7800000309944153,18708.5000,140,C
Trutnov,"east Bohemia",8541,2.740000009536743,3667.5000,131,A
Svitavy,"east Bohemia",8187,5.139999866485596,2128.5000,94,C
Trutnov,"east Bohemia",8541,2.740000009536743,3667.5000,131,C
"Mlada Boleslav","central Bohemia",11277,1.3450000286102295,5083.0000,127,C
"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,A
Nymburk,"central Bohemia",8899,3.680000066757202,2737.0000,149,A
"Ostrava - mesto","north Moravia",10673,5.0950000286102295,18564.5000,100,C
"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C
Karvina,"north Moravia",10177,7.190000057220459,9993.0000,81,C
Kladno,"central Bohemia",9753,4.8450000286102295,5568.0000,109,C
Karvina,"north Moravia",10177,7.190000057220459,9993.0000,81,D
"Brno - venkov","south Moravia",8743,2.1550000309944153,3776.5000,111,C
"Brno - mesto","south Moravia",9897,1.7800000309944153,18708.5000,140,C
"Brno - mesto","south Moravia",9897,1.7800000309944153,18708.5000,140,D
Pardubice,"east Bohemia",9538,1.659999966621399,5744.5000,111,C
Karvina,"north Moravia",10177,7.190000057220459,9993.0000,81,C
Kromeriz,"south Moravia",8444,3.3550000190734863,2450.0000,106,A
Svitavy,"east Bohemia",8187,5.139999866485596,2128.5000,94,C
"Ceske Budejovice","south Bohemia",10045,1.5649999976158142,6449.5000,135,D
"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,A
Karvina,"north Moravia",10177,7.190000057220459,9993.0000,81,A
"Brno - mesto","south Moravia",9897,1.7800000309944153,18708.5000,140,C
"Brno - mesto","south Moravia",9897,1.7800000309944153,18708.5000,140,C
Karvina,"north Moravia",10177,7.190000057220459,9993.0000,81,A
Svitavy,"east Bohemia",8187,5.139999866485596,2128.5000,94,C
Trebic,"south Moravia",8814,5.25,2085.5000,107,B
"Ostrava - mesto","north Moravia",10673,5.0950000286102295,18564.5000,100,A
"Plzen - jih","west Bohemia",8561,0.9699999690055847,1078.0000,110,C
Rokycany,"west Bohemia",8843,3.209999918937683,853.0000,113,C
Kromeriz,"south Moravia",8444,3.3550000190734863,2450.0000,106,C
Svitavy,"east Bohemia",8187,5.139999866485596,2128.5000,94,D
"Brno - mesto","south Moravia",9897,1.7800000309944153,18708.5000,140,C
Kromeriz,"south Moravia",8444,3.3550000190734863,2450.0000,106,C
"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,A
Sumperk,"north Moravia",8369,5.305000066757202,3271.5000,107,C
Trutnov,"east Bohemia",8541,2.740000009536743,3667.5000,131,C
"Ceska Lipa","north Bohemia",9272,3.009999990463257,4422.5000,118,C
"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C
"Brno - mesto","south Moravia",9897,1.7800000309944153,18708.5000,140,C
"Brno - mesto","south Moravia",9897,1.7800000309944153,18708.5000,140,C
"Ostrava - mesto","north Moravia",10673,5.0950000286102295,18564.5000,100,A
"Uherske Hradiste","south Moravia",8544,1.574999988079071,2812.5000,109,C
"Kutna Hora","central Bohemia",8546,3.4850000143051147,2880.0000,126,B
Decin,"north Bohemia",8705,6.680000066757202,4754.5000,116,C
Karvina,"north Moravia",10177,7.190000057220459,9993.0000,81,A
Blansko,"south Moravia",8240,3.0449999570846558,1876.5000,99,A
Pardubice,"east Bohemia",9538,1.659999966621399,5744.5000,111,C
Blansko,"south Moravia",8240,3.0449999570846558,1876.5000,99,A
"Brno - mesto","south Moravia",9897,1.7800000309944153,18708.5000,140,D
"Ostrava - mesto","north Moravia",10673,5.0950000286102295,18564.5000,100,C
"Brno - mesto","south Moravia",9897,1.7800000309944153,18708.5000,140,C
Liberec,"north Bohemia",9198,3.805000066757202,5964.0000,131,C
Liberec,"north Bohemia",9198,3.805000066757202,5964.0000,131,C
"Ostrava - mesto","north Moravia",10673,5.0950000286102295,18564.5000,100,C
Kolin,"central Bohemia",9307,4.139999866485596,2828.0000,118,C
Blansko,"south Moravia",8240,3.0449999570846558,1876.5000,99,C
"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C
"Ostrava - mesto","north Moravia",10673,5.0950000286102295,18564.5000,100,B
Sumperk,"north Moravia",8369,5.305000066757202,3271.5000,107,C
"Jablonec n. Nisou","north Bohemia",8867,1.1150000095367432,3502.0000,130,C
Kromeriz,"south Moravia",8444,3.3550000190734863,2450.0000,106,C
"Kutna Hora","central Bohemia",8546,3.4850000143051147,2880.0000,126,D
"Plzen - mesto","west Bohemia",10787,2.865000009536743,6151.0000,131,C
Olomouc,"north Moravia",8994,4.294999957084656,9440.0000,110,C
"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C
Hodonin,"south Moravia",8720,4.115000009536743,3690.0000,116,C
"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,A
"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C
"Frydek - Mistek","north Moravia",9893,4.4049999713897705,5755.0000,96,C
"Plzen - jih","west Bohemia",8561,0.9699999690055847,1078.0000,110,C
Cheb,"west Bohemia",8624,2.225000023841858,3038.5000,102,C
Opava,"north Moravia",8746,3.534999966621399,4394.0000,90,D
"Brno - mesto","south Moravia",9897,1.7800000309944153,18708.5000,140,C
Jihlava,"south Moravia",8757,3.665000081062317,2341.5000,96,C
"Plzen - jih","west Bohemia",8561,0.9699999690055847,1078.0000,110,C
Rokycany,"west Bohemia",8843,3.209999918937683,853.0000,113,C
"Ceska Lipa","north Bohemia",9272,3.009999990463257,4422.5000,118,C
"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,A
"Rychnov nad Kneznou","east Bohemia",9060,2.1100000143051147,1686.0000,124,C
Nymburk,"central Bohemia",8899,3.680000066757202,2737.0000,149,A
Opava,"north Moravia",8746,3.534999966621399,4394.0000,90,C
Beroun,"central Bohemia",8980,2.0800000429153442,2818.5000,111,D
"Praha - zapad","central Bohemia",9622,0.5199999809265137,3502.0000,154,C
"Brno - venkov","south Moravia",8743,2.1550000309944153,3776.5000,111,D
Karvina,"north Moravia",10177,7.190000057220459,9993.0000,81,D
Nachod,"east Bohemia",8369,2.049999952316284,2736.0000,117,C
Kladno,"central Bohemia",9753,4.8450000286102295,5568.0000,109,D
Jesenik,"north Moravia",8173,3.505000114440918,679.0000,124,C
"Plzen - jih","west Bohemia",8561,0.9699999690055847,1078.0000,110,A
"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C
Svitavy,"east Bohemia",8187,5.139999866485596,2128.5000,94,D
Vyskov,"south Moravia",8288,4.1549999713897705,1511.0000,110,C
Chrudim,"east Bohemia",8254,3.274999976158142,2245.5000,97,D
"Frydek - Mistek","north Moravia",9893,4.4049999713897705,5755.0000,96,A
Beroun,"central Bohemia",8980,2.0800000429153442,2818.5000,111,A
"Frydek - Mistek","north Moravia",9893,4.4049999713897705,5755.0000,96,A
"Ostrava - mesto","north Moravia",10673,5.0950000286102295,18564.5000,100,C
Prerov,"north Moravia",8819,5.519999980926514,4284.0000,99,A
Karvina,"north Moravia",10177,7.190000057220459,9993.0000,81,A
Decin,"north Bohemia",8705,6.680000066757202,4754.5000,116,C
"Jindrichuv Hradec","south Bohemia",8427,1.3299999833106995,1893.5000,107,C
Vsetin,"north Moravia",8909,4.7850000858306885,3525.0000,113,C
Benesov,"central Bohemia",8507,1.7599999904632568,2416.5000,132,C
Prostejov,"south Moravia",8441,3.965000033378601,2065.5000,115,C
Liberec,"north Bohemia",9198,3.805000066757202,5964.0000,131,C
Trebic,"south Moravia",8814,5.25,2085.5000,107,C
Nachod,"east Bohemia",8369,2.049999952316284,2736.0000,117,C
"Usti nad Orlici","east Bohemia",8363,3.0049999952316284,2681.5000,108,C
Olomouc,"north Moravia",8994,4.294999957084656,9440.0000,110,D
Rakovnik,"central Bohemia",8598,3.0149999856948853,1736.0000,123,A
Liberec,"north Bohemia",9198,3.805000066757202,5964.0000,131,C
Prachatice,"south Bohemia",8402,3.555000066757202,1049.0000,120,C
Chomutov,"north Bohemia",9675,7.054999828338623,5256.5000,100,C
Jesenik,"north Moravia",8173,3.505000114440918,679.0000,124,C
Karvina,"north Moravia",10177,7.190000057220459,9993.0000,81,C
Breclav,"south Moravia",8772,4.835000038146973,3006.0000,126,C
"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C
"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C
Prachatice,"south Bohemia",8402,3.555000066757202,1049.0000,120,D
"Frydek - Mistek","north Moravia",9893,4.4049999713897705,5755.0000,96,C
Domazlice,"west Bohemia",8620,1.175000011920929,1103.0000,100,C
"Brno - venkov","south Moravia",8743,2.1550000309944153,3776.5000,111,C
"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C
Pelhrimov,"south Bohemia",8114,2.5,1092.0000,119,C
Prachatice,"south Bohemia",8402,3.555000066757202,1049.0000,120,C
Pardubice,"east Bohemia",9538,1.659999966621399,5744.5000,111,C
"Usti nad Labem","north Bohemia",9832,3.899999976158142,5958.0000,114,C
Beroun,"central Bohemia",8980,2.0800000429153442,2818.5000,111,C
Liberec,"north Bohemia",9198,3.805000066757202,5964.0000,131,C
Olomouc,"north Moravia",8994,4.294999957084656,9440.0000,110,C
"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C
Blansko,"south Moravia",8240,3.0449999570846558,1876.5000,99,C
"Kutna Hora","central Bohemia",8546,3.4850000143051147,2880.0000,126,C
Teplice,"north Bohemia",9317,6.7799999713897705,6910.5000,97,C
Chomutov,"north Bohemia",9675,7.054999828338623,5256.5000,100,C
"Frydek - Mistek","north Moravia",9893,4.4049999713897705,5755.0000,96,C
"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C
Jesenik,"north Moravia",8173,3.505000114440918,679.0000,124,C
"Praha - vychod","central Bohemia",10124,0.550000011920929,4063.0000,141,C
Opava,"north Moravia",8746,3.534999966621399,4394.0000,90,C
Hodonin,"south Moravia",8720,4.115000009536743,3690.0000,116,C
"Ceske Budejovice","south Bohemia",10045,1.5649999976158142,6449.5000,135,C
Chrudim,"east Bohemia",8254,3.274999976158142,2245.5000,97,C
Tabor,"south Bohemia",9104,1.7899999618530273,2326.5000,123,C
"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C
"Brno - mesto","south Moravia",9897,1.7800000309944153,18708.5000,140,C
Pribram,"central Bohemia",8754,4.069999933242798,3836.0000,137,C
Opava,"north Moravia",8746,3.534999966621399,4394.0000,90,C
Sumperk,"north Moravia",8369,5.305000066757202,3271.5000,107,C
Svitavy,"east Bohemia",8187,5.139999866485596,2128.5000,94,C
"Plzen - sever","west Bohemia",8594,1.8149999976158142,1552.5000,112,C
Nymburk,"central Bohemia",8899,3.680000066757202,2737.0000,149,C
"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C
"Havlickuv Brod","east Bohemia",8388,2.6750000715255737,1663.0000,87,C
Breclav,"south Moravia",8772,4.835000038146973,3006.0000,126,C
"Usti nad Orlici","east Bohemia",8363,3.0049999952316284,2681.5000,108,C
Pribram,"central Bohemia",8754,4.069999933242798,3836.0000,137,C
"Praha - zapad","central Bohemia",9622,0.5199999809265137,3502.0000,154,C
Rokycany,"west Bohemia",8843,3.209999918937683,853.0000,113,C
"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C
Litomerice,"north Bohemia",9065,4.924999952316284,4156.5000,123,C
Kolin,"central Bohemia",9307,4.139999866485596,2828.0000,118,C
Svitavy,"east Bohemia",8187,5.139999866485596,2128.5000,94,D
Pardubice,"east Bohemia",9538,1.659999966621399,5744.5000,111,C
"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C
Karvina,"north Moravia",10177,7.190000057220459,9993.0000,81,C
"Novy Jicin","north Moravia",8678,5.75,4787.5000,102,C
Jicin,"east Bohemia",8390,2.5850000381469727,2101.0000,132,C
Prachatice,"south Bohemia",8402,3.555000066757202,1049.0000,120,C
"Cesky Krumlov","south Bohemia",9045,3.365000009536743,1862.0000,124,C
"Karlovy Vary","west Bohemia",8991,1.699999988079071,5235.5000,128,C
Prachatice,"south Bohemia",8402,3.555000066757202,1049.0000,120,C
Prachatice,"south Bohemia",8402,3.555000066757202,1049.0000,120,C
Nymburk,"central Bohemia",8899,3.680000066757202,2737.0000,149,C
Nachod,"east Bohemia",8369,2.049999952316284,2736.0000,117,C
Benesov,"central Bohemia",8507,1.7599999904632568,2416.5000,132,C
"Kutna Hora","central Bohemia",8546,3.4850000143051147,2880.0000,126,C
"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C
Trutnov,"east Bohemia",8541,2.740000009536743,3667.5000,131,C
"Frydek - Mistek","north Moravia",9893,4.4049999713897705,5755.0000,96,C
"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C
Prachatice,"south Bohemia",8402,3.555000066757202,1049.0000,120,C
Louny,"north Bohemia",8965,7.654999732971191,2737.5000,104,C
Chomutov,"north Bohemia",9675,7.054999828338623,5256.5000,100,C
Vsetin,"north Moravia",8909,4.7850000858306885,3525.0000,113,C
Karvina,"north Moravia",10177,7.190000057220459,9993.0000,81,C
"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C
Jesenik,"north Moravia",8173,3.505000114440918,679.0000,124,C
Svitavy,"east Bohemia",8187,5.139999866485596,2128.5000,94,C
Liberec,"north Bohemia",9198,3.805000066757202,5964.0000,131,C
"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C
Rakovnik,"central Bohemia",8598,3.0149999856948853,1736.0000,123,C
"Jindrichuv Hradec","south Bohemia",8427,1.3299999833106995,1893.5000,107,C
"Jindrichuv Hradec","south Bohemia",8427,1.3299999833106995,1893.5000,107,C
"Novy Jicin","north Moravia",8678,5.75,4787.5000,102,C
Benesov,"central Bohemia",8507,1.7599999904632568,2416.5000,132,C
"Kutna Hora","central Bohemia",8546,3.4850000143051147,2880.0000,126,C
"Havlickuv Brod","east Bohemia",8388,2.6750000715255737,1663.0000,87,C
Nachod,"east Bohemia",8369,2.049999952316284,2736.0000,117,C
"Uherske Hradiste","south Moravia",8544,1.574999988079071,2812.5000,109,C
Zlin,"south Moravia",9624,1.9549999833106995,4374.5000,145,C
"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C
Klatovy,"west Bohemia",8554,2.575000047683716,2020.0000,113,C
"Usti nad Orlici","east Bohemia",8363,3.0049999952316284,2681.5000,108,C
"Rychnov nad Kneznou","east Bohemia",9060,2.1100000143051147,1686.0000,124,C
"Plzen - jih","west Bohemia",8561,0.9699999690055847,1078.0000,110,C
"Jindrichuv Hradec","south Bohemia",8427,1.3299999833106995,1893.5000,107,C
"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C
Jicin,"east Bohemia",8390,2.5850000381469727,2101.0000,132,C
Melnik,"central Bohemia",9920,2.5649999380111694,4567.5000,130,C
Vyskov,"south Moravia",8288,4.1549999713897705,1511.0000,110,C
"Kutna Hora","central Bohemia",8546,3.4850000143051147,2880.0000,126,C
Benesov,"central Bohemia",8507,1.7599999904632568,2416.5000,132,C
"Zdar nad Sazavou","south Moravia",8512,3.8149999380111694,2175.0000,102,C
Sumperk,"north Moravia",8369,5.305000066757202,3271.5000,107,C
Breclav,"south Moravia",8772,4.835000038146973,3006.0000,126,C
"Mlada Boleslav","central Bohemia",11277,1.3450000286102295,5083.0000,127,C
Louny,"north Bohemia",8965,7.654999732971191,2737.5000,104,C
"Havlickuv Brod","east Bohemia",8388,2.6750000715255737,1663.0000,87,C
Karvina,"north Moravia",10177,7.190000057220459,9993.0000,81,C
Kolin,"central Bohemia",9307,4.139999866485596,2828.0000,118,C
"Brno - mesto","south Moravia",9897,1.7800000309944153,18708.5000,140,C
"Brno - mesto","south Moravia",9897,1.7800000309944153,18708.5000,140,C
Litomerice,"north Bohemia",9065,4.924999952316284,4156.5000,123,C
Blansko,"south Moravia",8240,3.0449999570846558,1876.5000,99,C
Bruntal,"north Moravia",8110,6.1600000858306885,3161.5000,109,D
Zlin,"south Moravia",9624,1.9549999833106995,4374.5000,145,C
Pelhrimov,"south Bohemia",8114,2.5,1092.0000,119,C
"Brno - venkov","south Moravia",8743,2.1550000309944153,3776.5000,111,C
"Novy Jicin","north Moravia",8678,5.75,4787.5000,102,C
"Frydek - Mistek","north Moravia",9893,4.4049999713897705,5755.0000,96,C
Opava,"north Moravia",8746,3.534999966621399,4394.0000,90,C
Chomutov,"north Bohemia",9675,7.054999828338623,5256.5000,100,C
"Plzen - jih","west Bohemia",8561,0.9699999690055847,1078.0000,110,C
"Cesky Krumlov","south Bohemia",9045,3.365000009536743,1862.0000,124,C
Olomouc,"north Moravia",8994,4.294999957084656,9440.0000,110,C
"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C
Sumperk,"north Moravia",8369,5.305000066757202,3271.5000,107,C
"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C
"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C
Most,"north Bohemia",10446,8.369999885559082,4845.0000,90,C
Chrudim,"east Bohemia",8254,3.274999976158142,2245.5000,97,C
Jihlava,"south Moravia",8757,3.665000081062317,2341.5000,96,C
"Usti nad Orlici","east Bohemia",8363,3.0049999952316284,2681.5000,108,C
Melnik,"central Bohemia",9920,2.5649999380111694,4567.5000,130,C
"Plzen - sever","west Bohemia",8594,1.8149999976158142,1552.5000,112,C
Kromeriz,"south Moravia",8444,3.3550000190734863,2450.0000,106,C
Kromeriz,"south Moravia",8444,3.3550000190734863,2450.0000,106,C
Decin,"north Bohemia",8705,6.680000066757202,4754.5000,116,C
"Uherske Hradiste","south Moravia",8544,1.574999988079071,2812.5000,109,C
Melnik,"central Bohemia",9920,2.5649999380111694,4567.5000,130,C
Breclav,"south Moravia",8772,4.835000038146973,3006.0000,126,C
Rokycany,"west Bohemia",8843,3.209999918937683,853.0000,113,C
Strakonice,"south Bohemia",8547,3.1450001001358032,1552.5000,120,D
Pardubice,"east Bohemia",9538,1.659999966621399,5744.5000,111,C
Louny,"north Bohemia",8965,7.654999732971191,2737.5000,104,C
Vsetin,"north Moravia",8909,4.7850000858306885,3525.0000,113,C
"Usti nad Orlici","east Bohemia",8363,3.0049999952316284,2681.5000,108,C
"Ceska Lipa","north Bohemia",9272,3.009999990463257,4422.5000,118,C
Melnik,"central Bohemia",9920,2.5649999380111694,4567.5000,130,C
"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C
Svitavy,"east Bohemia",8187,5.139999866485596,2128.5000,94,C
"Ceske Budejovice","south Bohemia",10045,1.5649999976158142,6449.5000,135,C
"Hl.m. Praha",Prague,12541,0.35999999940395355,92392.0000,167,C
Pisek,"south Bohemia",8968,3.0899999141693115,1825.0000,131,C
Rakovnik,"central Bohemia",8598,3.0149999856948853,1736.0000,123,C
Louny,"north Bohemia",8965,7.654999732971191,2737.5000,104,C
Tabor,"south Bohemia",9104,1.7899999618530273,2326.5000,123,C
"Brno - venkov","south Moravia",8743,2.1550000309944153,3776.5000,111,C
Beroun,"central Bohemia",8980,2.0800000429153442,2818.5000,111,C
Karvina,"north Moravia",10177,7.190000057220459,9993.0000,81,C
Prostejov,"south Moravia",8441,3.965000033378601,2065.5000,115,C
